salary,district,code,sex
26648.06,MAZOWIECKIE,Pracownicy biurowi,Mezczyzna
36657.43,MAZOWIECKIE,Pracownicy biurowi,Mezczyzna
34251.82,LUBELSKIE,Technicy i inny średni personel,Kobieta
47732.55,PODKARPACKIE,Specjaliści,Kobieta
43539.85,PODKARPACKIE,Specjaliści,Kobieta
26864.7,WIELKOPOLSKIE,Pracownicy wykonujący prace proste,Kobieta
24489.9,DOLNOSLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
35714.62,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
17737.09,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
33495.21,DOLNOSLASKIE,Pracownicy wykonujący prace proste,Kobieta
61854.17,DOLNOSLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
34057.73,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
31309.11,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
21628.89,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
35793.98,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
24620.49,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
24579.64,DOLNOSLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
10008.41,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
27656.48,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Kobieta
16354.4,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
19387.64,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
18275.49,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
28287.08,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
21632.1,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
18095.94,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
19632.73,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
44704.72,DOLNOSLASKIE,Specjaliści,Kobieta
16176.44,DOLNOSLASKIE,Specjaliści,Mezczyzna
8920.73,MALOPOLSKIE,Specjaliści,Kobieta
14115.22,WIELKOPOLSKIE,Pracownicy wykonujący prace proste,Kobieta
22921.4,LODZKIE,Pracownicy wykonujący prace proste,Kobieta
111529.07,DOLNOSLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
46694.94,MALOPOLSKIE,Pracownicy biurowi,Kobieta
26269.89,MALOPOLSKIE,Technicy i inny średni personel,Mezczyzna
47591.45,MALOPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
34677.2,DOLNOSLASKIE,Specjaliści,Kobieta
35197.2,DOLNOSLASKIE,Specjaliści,Kobieta
30813.76,DOLNOSLASKIE,Pracownicy wykonujący prace proste,Kobieta
42078.25,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
47484.36,SLASKIE,Specjaliści,Kobieta
33654.06,OPOLSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
26366.1,OPOLSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
25433.04,SLASKIE,Pracownicy wykonujący prace proste,Kobieta
26498.81,SLASKIE,Pracownicy usług i sprzedawcy,Mezczyzna
28520.9,SLASKIE,Technicy i inny średni personel,Kobieta
4781.8,WIELKOPOLSKIE,Specjaliści,Kobieta
28471.47,WIELKOPOLSKIE,Specjaliści,Kobieta
50070.64,SLASKIE,Specjaliści,Kobieta
48295.78,SLASKIE,Specjaliści,Kobieta
17540.11,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
24295.91,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
58373.09,MAZOWIECKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
4676.89,MALOPOLSKIE,Specjaliści,Kobieta
6436.72,DOLNOSLASKIE,Pracownicy wykonujący prace proste,Kobieta
28842.47,LODZKIE,Specjaliści,Mezczyzna
74114.87,LODZKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
26217.21,KUJAWSKO-POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
19743.82,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
25152.2,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
26595.92,PODKARPACKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
29146.23,PODKARPACKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
27976.99,PODKARPACKIE,Pracownicy biurowi,Kobieta
49390.65,SLASKIE,Specjaliści,Kobieta
45574.95,SLASKIE,Specjaliści,Kobieta
20677.4,SLASKIE,Pracownicy usług i sprzedawcy,Kobieta
20715.27,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
24028.56,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
45628.03,DOLNOSLASKIE,Specjaliści,Kobieta
25422.75,DOLNOSLASKIE,Pracownicy wykonujący prace proste,Kobieta
16988.76,WARMINSKO-MAZURSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
25988.36,WARMINSKO-MAZURSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
4451.92,MALOPOLSKIE,Specjaliści,Mezczyzna
40195.26,MAZOWIECKIE,Specjaliści,Kobieta
63586.64,MAZOWIECKIE,Specjaliści,Mezczyzna
11148.13,MAZOWIECKIE,Specjaliści,Mezczyzna
18669.05,MAZOWIECKIE,Pracownicy biurowi,Kobieta
27711.39,MAZOWIECKIE,Specjaliści,Kobieta
39695.11,MAZOWIECKIE,Specjaliści,Kobieta
15608.45,MAZOWIECKIE,Specjaliści,Kobieta
18513.5,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
21232.31,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
26055.0,POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
19843.51,POMORSKIE,Specjaliści,Kobieta
33493.52,SLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
10396.61,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
19356.9,KUJAWSKO-POMORSKIE,Pracownicy biurowi,Kobieta
44193.68,DOLNOSLASKIE,Specjaliści,Mezczyzna
52038.97,DOLNOSLASKIE,Technicy i inny średni personel,Mezczyzna
50864.79,DOLNOSLASKIE,Specjaliści,Kobieta
51931.74,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
70185.01,MALOPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
3597.4,DOLNOSLASKIE,Pracownicy usług i sprzedawcy,Mezczyzna
51817.06,WIELKOPOLSKIE,Specjaliści,Kobieta
52291.17,LUBELSKIE,Technicy i inny średni personel,Kobieta
80876.88,LUBELSKIE,Technicy i inny średni personel,Mezczyzna
40530.06,LUBELSKIE,Technicy i inny średni personel,Kobieta
62449.99,LUBELSKIE,Technicy i inny średni personel,Kobieta
85844.56,LODZKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
87953.67,LODZKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
42026.99,LODZKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
40727.29,LODZKIE,Technicy i inny średni personel,Kobieta
80061.94,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
86435.11,OPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
171679.32,OPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
22652.72,MAZOWIECKIE,Specjaliści,Kobieta
20235.43,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
24904.14,MAZOWIECKIE,Specjaliści,Mezczyzna
40913.93,MAZOWIECKIE,Specjaliści,Kobieta
22712.2,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Mezczyzna
50023.53,SLASKIE,Specjaliści,Kobieta
18670.05,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
18708.0,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
21327.57,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
16867.39,PODKARPACKIE,Pracownicy usług i sprzedawcy,Kobieta
19848.47,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
17739.08,DOLNOSLASKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
16783.65,LODZKIE,Pracownicy usług i sprzedawcy,Kobieta
17581.72,LODZKIE,Pracownicy usług i sprzedawcy,Mezczyzna
27574.54,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
23642.52,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
23519.41,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
28356.3,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
28126.03,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
30684.49,MAZOWIECKIE,Specjaliści,Kobieta
26732.12,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
47695.83,MAZOWIECKIE,Technicy i inny średni personel,Mezczyzna
28240.35,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
17655.3,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
29648.33,ZACHODNIOPOMORSKIE,Technicy i inny średni personel,Mezczyzna
31270.94,ZACHODNIOPOMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
8455.35,ZACHODNIOPOMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
19397.42,POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
33734.65,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
28983.82,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
45582.9,KUJAWSKO-POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
11497.18,SLASKIE,Specjaliści,Mezczyzna
57769.97,SLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
20132.62,SLASKIE,Specjaliści,Kobieta
31292.55,SWIETOKRZYSKIE,Pracownicy biurowi,Kobieta
77421.16,SWIETOKRZYSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
28932.14,ZACHODNIOPOMORSKIE,Specjaliści,Mezczyzna
35380.27,ZACHODNIOPOMORSKIE,Specjaliści,Kobieta
36267.73,DOLNOSLASKIE,Specjaliści,Kobieta
22836.47,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
22790.43,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
32336.6,MAZOWIECKIE,Specjaliści,Kobieta
30213.57,MAZOWIECKIE,Pracownicy biurowi,Mezczyzna
35986.69,MAZOWIECKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
17529.13,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
21783.38,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
22451.75,MALOPOLSKIE,Pracownicy wykonujący prace proste,Kobieta
21048.85,MALOPOLSKIE,Pracownicy wykonujący prace proste,Kobieta
27447.45,MALOPOLSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
24976.05,MALOPOLSKIE,Technicy i inny średni personel,Kobieta
52708.86,LODZKIE,Specjaliści,Kobieta
20018.46,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
42390.82,SLASKIE,Specjaliści,Mezczyzna
13691.49,SLASKIE,Pracownicy biurowi,Kobieta
39038.62,WIELKOPOLSKIE,Specjaliści,Kobieta
22991.33,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
22495.89,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
23375.81,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
20205.97,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
25359.81,PODLASKIE,Technicy i inny średni personel,Kobieta
20164.97,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
25085.75,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
25984.12,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
30037.49,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
26669.02,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
29445.23,PODLASKIE,Pracownicy biurowi,Kobieta
31167.06,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
26570.31,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
37471.56,PODLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
31607.25,PODLASKIE,Pracownicy biurowi,Kobieta
25974.06,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
27344.32,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
25813.32,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
27657.83,PODLASKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
25140.06,WIELKOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
33714.54,WIELKOPOLSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
26501.76,WIELKOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
20781.66,PODKARPACKIE,Specjaliści,Kobieta
51214.35,MALOPOLSKIE,Specjaliści,Kobieta
47203.54,MALOPOLSKIE,Specjaliści,Mezczyzna
23119.63,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
45858.49,PODKARPACKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
9972.58,PODKARPACKIE,Pracownicy wykonujący prace proste,Kobieta
40689.39,LUBUSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
48585.66,LUBUSKIE,Specjaliści,Mezczyzna
38499.36,LUBUSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
13817.26,PODKARPACKIE,Specjaliści,Kobieta
30066.1,LUBUSKIE,Specjaliści,Kobieta
35753.65,LODZKIE,Specjaliści,Kobieta
30992.55,LODZKIE,Specjaliści,Mezczyzna
30037.02,LODZKIE,Pracownicy biurowi,Kobieta
36534.64,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
30556.46,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
32663.07,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
27726.71,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
28979.15,SWIETOKRZYSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
37105.57,SWIETOKRZYSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
47791.57,SWIETOKRZYSKIE,Technicy i inny średni personel,Mezczyzna
33451.9,SWIETOKRZYSKIE,Pracownicy usług i sprzedawcy,Kobieta
35138.68,MALOPOLSKIE,Specjaliści,Kobieta
29054.26,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
26000.26,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
33950.18,DOLNOSLASKIE,Specjaliści,Kobieta
28587.02,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
50873.28,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
49232.36,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
30970.25,SLASKIE,Specjaliści,Kobieta
67947.6,SLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
16637.89,POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
45953.43,LODZKIE,Specjaliści,Kobieta
43591.37,LODZKIE,Specjaliści,Kobieta
28757.05,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Kobieta
48078.34,MAZOWIECKIE,Pracownicy biurowi,Mezczyzna
21661.69,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Mezczyzna
53411.21,MAZOWIECKIE,Pracownicy biurowi,Kobieta
32909.9,DOLNOSLASKIE,Specjaliści,Mezczyzna
47570.94,SLASKIE,Technicy i inny średni personel,Kobieta
64330.19,SLASKIE,Specjaliści,Kobieta
38644.72,SLASKIE,Pracownicy wykonujący prace proste,Kobieta
33726.78,SLASKIE,Pracownicy wykonujący prace proste,Mezczyzna
65376.75,SLASKIE,Specjaliści,Kobieta
24514.21,SLASKIE,Pracownicy biurowi,Kobieta
167569.69,SLASKIE,Specjaliści,Kobieta
23638.5,SLASKIE,Specjaliści,Kobieta
16438.09,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
57002.08,WARMINSKO-MAZURSKIE,Specjaliści,Mezczyzna
26488.93,SLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
23071.43,ZACHODNIOPOMORSKIE,Technicy i inny średni personel,Kobieta
26566.31,ZACHODNIOPOMORSKIE,Technicy i inny średni personel,Kobieta
29842.82,ZACHODNIOPOMORSKIE,Technicy i inny średni personel,Kobieta
5141.15,LODZKIE,Pracownicy wykonujący prace proste,Kobieta
43415.32,LODZKIE,Specjaliści,Kobieta
10358.22,LODZKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
23938.73,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
50475.96,WIELKOPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Mezczyzna
44639.16,WIELKOPOLSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
23433.55,LUBELSKIE,Pracownicy wykonujący prace proste,Mezczyzna
26430.02,PODLASKIE,Specjaliści,Mezczyzna
58538.06,WIELKOPOLSKIE,Specjaliści,Kobieta
22504.07,WIELKOPOLSKIE,Specjaliści,Kobieta
21572.94,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
33061.87,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
13254.55,PODLASKIE,Pracownicy wykonujący prace proste,Kobieta
24188.24,PODLASKIE,Pracownicy usług i sprzedawcy,Kobieta
27544.23,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
28025.48,WARMINSKO-MAZURSKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
3668.58,SLASKIE,Specjaliści,Kobieta
42258.37,DOLNOSLASKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
37346.82,DOLNOSLASKIE,Specjaliści,Kobieta
27690.07,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
13378.83,SLASKIE,Pracownicy usług i sprzedawcy,Kobieta
41298.42,LUBELSKIE,Specjaliści,Kobieta
31175.96,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Mezczyzna
30843.39,MALOPOLSKIE,Pracownicy usług i sprzedawcy,Kobieta
36085.92,MALOPOLSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
19486.93,LUBUSKIE,Pracownicy wykonujący prace proste,Kobieta
20220.62,LUBUSKIE,Pracownicy usług i sprzedawcy,Kobieta
32628.38,LUBELSKIE,Technicy i inny średni personel,Mezczyzna
24925.91,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
99905.92,WIELKOPOLSKIE,Specjaliści,Kobieta
22025.58,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
20981.24,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
20994.88,DOLNOSLASKIE,Pracownicy wykonujący prace proste,Kobieta
43430.15,SLASKIE,Specjaliści,Kobieta
22998.59,SLASKIE,Technicy i inny średni personel,Mezczyzna
37307.0,SLASKIE,Specjaliści,Kobieta
26903.85,SLASKIE,Technicy i inny średni personel,Kobieta
45044.83,DOLNOSLASKIE,Technicy i inny średni personel,Mezczyzna
46794.85,DOLNOSLASKIE,Specjaliści,Kobieta
71556.57,DOLNOSLASKIE,Specjaliści,Kobieta
51296.6,DOLNOSLASKIE,Specjaliści,Mezczyzna
35469.67,DOLNOSLASKIE,Specjaliści,Kobieta
64209.94,DOLNOSLASKIE,Specjaliści,Kobieta
58429.88,DOLNOSLASKIE,Technicy i inny średni personel,Kobieta
37846.87,DOLNOSLASKIE,Specjaliści,Kobieta
69917.34,DOLNOSLASKIE,Specjaliści,Kobieta
50884.29,DOLNOSLASKIE,Specjaliści,Mezczyzna
40288.0,DOLNOSLASKIE,Technicy i inny średni personel,Mezczyzna
53105.05,DOLNOSLASKIE,Pracownicy biurowi,Mezczyzna
44669.73,WIELKOPOLSKIE,Specjaliści,Mezczyzna
29576.03,PODKARPACKIE,Specjaliści,Kobieta
21618.06,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
26330.57,MAZOWIECKIE,Pracownicy wykonujący prace proste,Mezczyzna
51662.98,LODZKIE,Specjaliści,Mezczyzna
49999.81,LODZKIE,Specjaliści,Kobieta
27887.01,PODLASKIE,Pracownicy usług i sprzedawcy,Mezczyzna
19755.86,LUBELSKIE,Pracownicy usług i sprzedawcy,Mezczyzna
26871.39,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
2006.01,KUJAWSKO-POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
51829.23,MALOPOLSKIE,Specjaliści,Kobieta
44973.99,MALOPOLSKIE,Specjaliści,Kobieta
44505.32,WIELKOPOLSKIE,Specjaliści,Kobieta
25776.92,SLASKIE,Specjaliści,Kobieta
22371.7,SLASKIE,Pracownicy wykonujący prace proste,Kobieta
11865.84,SLASKIE,Pracownicy wykonujący prace proste,Mezczyzna
99787.27,SLASKIE,Specjaliści,Kobieta
20010.07,SLASKIE,Specjaliści,Mezczyzna
43173.63,LODZKIE,Technicy i inny średni personel,Kobieta
9455.91,DOLNOSLASKIE,Specjaliści,Mezczyzna
41870.56,DOLNOSLASKIE,Specjaliści,Kobieta
125657.32,MAZOWIECKIE,Specjaliści,Kobieta
91433.67,MAZOWIECKIE,Specjaliści,Kobieta
79443.39,MAZOWIECKIE,Specjaliści,Kobieta
83512.33,MAZOWIECKIE,Specjaliści,Mezczyzna
64624.53,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Mezczyzna
87290.67,MAZOWIECKIE,Specjaliści,Kobieta
86127.72,MAZOWIECKIE,Specjaliści,Kobieta
57662.64,MAZOWIECKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
51530.91,MAZOWIECKIE,Pracownicy biurowi,Mezczyzna
128167.29,MAZOWIECKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
57208.6,MAZOWIECKIE,Pracownicy usług i sprzedawcy,Mezczyzna
46251.32,MAZOWIECKIE,Specjaliści,Kobieta
47290.48,MAZOWIECKIE,Specjaliści,Mezczyzna
55730.82,LUBELSKIE,Specjaliści,Mezczyzna
19168.79,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
60847.24,MAZOWIECKIE,Pracownicy biurowi,Kobieta
18556.46,MAZOWIECKIE,Pracownicy biurowi,Kobieta
61868.35,MAZOWIECKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
42509.2,MAZOWIECKIE,Specjaliści,Kobieta
22852.68,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
17359.71,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
16925.99,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
17061.77,MAZOWIECKIE,Robotnicy przemysłowi i rzemieślnicy,Kobieta
6392.09,LODZKIE,Pracownicy wykonujący prace proste,Mezczyzna
45896.74,LODZKIE,Specjaliści,Kobieta
35798.02,MAZOWIECKIE,Specjaliści,Kobieta
41064.32,LODZKIE,Specjaliści,Kobieta
31480.96,KUJAWSKO-POMORSKIE,Operatorzy i monterzy maszyn i urządzeń,Mezczyzna
41198.99,MAZOWIECKIE,Specjaliści,Kobieta
34501.38,MAZOWIECKIE,Specjaliści,Kobieta
18753.2,LODZKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
45354.56,LODZKIE,Specjaliści,Mezczyzna
6903.83,LODZKIE,Specjaliści,Kobieta
16849.47,MAZOWIECKIE,Technicy i inny średni personel,Kobieta
13136.02,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
49397.07,MAZOWIECKIE,Specjaliści,Kobieta
21191.35,MAZOWIECKIE,Pracownicy wykonujący prace proste,Kobieta
15006.09,WIELKOPOLSKIE,Specjaliści,Kobieta
55531.82,WIELKOPOLSKIE,Specjaliści,Kobieta
19045.92,WIELKOPOLSKIE,Pracownicy wykonujący prace proste,Mezczyzna
23996.76,WIELKOPOLSKIE,Pracownicy wykonujący prace proste,Kobieta
34822.39,WIELKOPOLSKIE,Specjaliści,Kobieta
11772.52,WIELKOPOLSKIE,Specjaliści,Kobieta
9672.19,PODLASKIE,Specjaliści,Kobieta
30684.73,PODLASKIE,Specjaliści,Kobieta
21866.3,POMORSKIE,"Przedstawiciele władz publicznych, wyżsi urzędnicy i kierownicy",Kobieta
20161.94,WARMINSKO-MAZURSKIE,Pracownicy wykonujący prace proste,Kobieta
19734.88,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
28857.19,LUBELSKIE,Specjaliści,Kobieta
19039.09,LUBELSKIE,Pracownicy wykonujący prace proste,Kobieta
37801.38,LUBELSKIE,Specjaliści,Kobieta
47258.98,POMORSKIE,Specjaliści,Kobieta
48428.69,POMORSKIE,Specjaliści,Kobieta
42795.52,MAZOWIECKIE,Specjaliści,Kobieta
33219.22,LUBELSKIE,Specjaliści,Kobieta
54709.58,LUBELSKIE,Specjaliści,Kobieta
9839.05,LUBELSKIE,Specjaliści,Kobieta
26332.89,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
41550.78,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
41133.27,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
42131.75,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
28129.17,WARMINSKO-MAZURSKIE,Specjaliści,Kobieta
15982.2,WARMINSKO-MAZURSKIE,Pracownicy usług i sprzedawcy,Kobieta
17678.71,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
36072.28,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
23405.43,KUJAWSKO-POMORSKIE,Pracownicy wykonujący prace proste,Kobieta
36396.79,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
35769.36,KUJAWSKO-POMORSKIE,Robotnicy przemysłowi i rzemieślnicy,Mezczyzna
30197.44,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
54044.88,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
42790.57,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
34613.43,KUJAWSKO-POMORSKIE,Technicy i inny średni personel,Kobieta
44750.13,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
16071.71,KUJAWSKO-POMORSKIE,Pracownicy usług i sprzedawcy,Kobieta
50686.3,KUJAWSKO-POMORSKIE,Specjaliści,Kobieta
